name,reason,explanation
South 49th Street Grays Avenue,intersection controls lowered the risk; foot traffic raised the risk; monitored-road status raised the risk,"The Corridor 49th Street Grays Avenue scored a moderate risk due to moderate foot traffic, as it is a busy street that draws a lot of pedestrians. The presence of intersection controls and monitored-road status, which are meant to manage the flow of traffic, also contributed to the moderate risk."
Bonnaffon Street,intersection controls lowered the risk; foot traffic lowered the risk; monitored-road status raised the risk,"The Corridor Bonnaffon Street scored a moderate risk due to a lower-than-average number of traffic lights and a lower-than-average number of police patrols. Additionally, the road's location near the intersection of two highways reduced the number of emergency vehicles responding to incidents."
South Ruby Street,intersection controls lowered the risk; distance from help lowered the risk; monitored-road status raised the risk,"Here are two possible explanations:

The South Ruby Street corridor scored a low risk index because the intersection of the street had a lower risk due to the presence of controls in place, which helped to slow down traffic. Additionally, the fact that the road was monitored for maintenance raised the risk level, indicating that the area was being kept in good condition."
East Fletcher Street,intersection controls lowered the risk; street lighting density raised the risk; monitored-road status raised the risk,"The East Fletcher Street corridor scored a moderate risk due to a combination of factors, including the intersection controlling the flow of traffic and foot traffic, which reduced the risk of accidents and crime. Additionally, the street's lower foot traffic density may have also contributed to the moderate risk, as it may indicate a more relaxed pace of activity."
Retta Street,monitored-road status lowered the risk; intersection controls lowered the risk; street length lowered the risk,"The Corridor: Retta Street has a moderate risk due to a low risk index score of 29 out of 100. The factors that contributed to this score are that the Corridor is monitored, and the intersection controls were implemented, which helped to lower the risk."
Bleigh Avenue James Street,intersection controls lowered the risk; monitored-road status raised the risk; distance from help lowered the risk,"Here are two plain sentences for a non-technical official:

The Corridor: Bleigh Avenue James Street scored a low risk index because the intersection of Bleigh Avenue and James Street controlled the traffic flow, reducing the risk of accidents. Additionally, the road's maintained condition and availability of emergency services also helped lower the risk of incidents."
Utah Street,intersection controls lowered the risk; foot traffic lowered the risk; monitored-road status raised the risk,"Utah Street's moderate risk rating is due to moderate foot traffic and moderate monitored-road status, which lowered the risk of accidents. The low level of intersection controls contributed to the lower risk."
Solly Avenue Tabor Avenue,monitored-road status lowered the risk; intersection controls lowered the risk; street lighting density lowered the risk,"The Corridor Solly Avenue Tabor Avenue has a low risk index due to the presence of a monitored-road status, which reduced the risk from traffic congestion. Additionally, the street lighting density in the corridor lowered the risk from accidents, contributing to the overall low risk index."
9th Street,intersection controls lowered the risk; street lighting density lowered the risk; foot traffic lowered the risk,"Here are two plain sentences:

The 9th Street corridor scored a low risk index of 6 out of 100 because the intersection controls in place reduced conflicts between drivers, and the street lighting at the intersections reduced the risk of accidents due to the reduced visual cues. The monitored-road status, indicating that the road is closed for maintenance, also contributed to the low risk score."
North 7th Street West Champlost Avenue,monitored-road status lowered the risk; intersection controls lowered the risk; street lighting density lowered the risk,This corridor scored as it did because monitored-road status lowered the risk; intersection controls lowered the risk; street lighting density lowered the risk.
Burgess Street,distance from help lowered the risk; monitored-road status lowered the risk; street lighting density lowered the risk,"The Corridor of Burgess Street has a low risk index due to its proximity to help stations and the presence of well-maintained road conditions, which lowered the risk of accidents and damage. Additionally, the street's relatively low street lighting density reduced the likelihood of accidents at night."
Daniel Street,street lighting density raised the risk; intersection controls raised the risk; foot traffic lowered the risk,"The Corridor of Daniel Street scored a 70 out of 100 because the increased street lighting in the area raised the risk of crime, which was exacerbated by the reduced foot traffic, resulting in a higher risk index. Additionally, the increased speed at intersections made it more hazardous for drivers and pedestrians to cross the street."
West Mentor Street,street lighting density raised the risk; intersection controls raised the risk; monitored-road status raised the risk,"The corridor scored high on risk due to the raised intersection controls and street lighting density, which increased the likelihood of conflicts and accidents. Additionally, the monitored-road status allowed for greater visibility and control of traffic, which also contributed to the high risk score."
Sewell Road Warwick Street,distance from help lowered the risk; intersection controls lowered the risk; street lighting density lowered the risk,This corridor scored as it did because distance from help lowered the risk; intersection controls lowered the risk; street lighting density lowered the risk.
Robina Place,intersection controls lowered the risk; distance from help lowered the risk; monitored-road status lowered the risk,"Here are two possible explanations:

The Corridor of Robina Place scored this low risk due to the fact that the intersection of the roads has been controlled, which significantly reduced the likelihood of accidents. Additionally, the fact that the road is relatively far from the city center has also helped minimize the risk of accidents."
Robina Street,distance from help lowered the risk; monitored-road status lowered the risk; street lighting density lowered the risk,"Corridor Robina Street scored low on the risk index because it is not as heavily trafficked as other areas of the city and the road has been in good condition, making it easier for emergency responders to reach the area. The street's low risk is due to its busy but well-maintained condition, with many shops and rest stops along its length."
North College Avenue,intersection controls lowered the risk; street lighting density raised the risk; monitored-road status lowered the risk,"Here are two plain sentences:

North College Avenue has a relatively low risk due to its controlled intersection with a lower risk factor. The increased street lighting density near the intersection may have helped mitigate some of the risk."
Ingersoll Street,monitored-road status lowered the risk; distance from help raised the risk; intersection controls raised the risk,"The Corridor: Ingersoll Street, scoring a 55 out of 100, indicates that the risk of accidents is moderate. The fact that it is a monitored-road is likely a factor in lowering the risk, and the fact that it is located near a help point is a factor in raising the risk."
West College Avenue,street lighting density raised the risk; intersection controls raised the risk; monitored-road status raised the risk,"The Corridor West College Avenue is at a high risk due to severe street lighting, which reduced visibility and made it difficult to navigate. The raised intersection controls also increased the risk of accidents, making it nearly impossible to see pedestrians crossing the street."
Discher Street,intersection controls lowered the risk; monitored-road status lowered the risk; street lighting density lowered the risk,"The Discher Street corridor has a low risk index because it has a controlled intersection, and the road is well-maintained, and the street is well-lit, which all contributed to a lower risk. Additionally, the road is relatively flat, with a low risk of accidents, which helped to further reduce the risk."
Yale Place,intersection controls lowered the risk; monitored-road status lowered the risk; street lighting density lowered the risk,"The Corridor: Yale Place scored a low risk because it has a relatively low intersection control, which allowed for more traffic flow, thus reducing the risk of accidents. It also has high street lighting density, which provides adequate lighting to reduce the risk of accidents at night."
Forest Hills Avenue,distance from help lowered the risk; monitored-road status lowered the risk; street lighting density lowered the risk,"The Forest Hills Avenue corridor scored low on the risk index due to a lower distance from help, with multiple fire hydrants within walking distance, and adequate street lighting along the route, which helped to minimize the risk of fires. Additionally, multiple fire stations are located nearby, providing quick access to emergency services."
Schuylkill Avenue Wharton Street,intersection controls lowered the risk; monitored-road status lowered the risk; distance from help raised the risk,This corridor scored as it did because intersection controls lowered the risk; monitored-road status lowered the risk; distance from help raised the risk.
Guest Street,distance from help lowered the risk; foot traffic lowered the risk; intersection controls raised the risk,"Here are two plain sentences for a non-technical official:

The Corridor: Guest Street scored a moderate risk index because the area has lower-than-average foot traffic, which reduced the risk of crime. Additionally, the reduced lighting density in this area may have also contributed to the lower risk."
Sycamore Lane,distance from help lowered the risk; foot traffic lowered the risk; street length lowered the risk,"The Sycamore Lane corridor scored low on the risk index because it has a low foot traffic, which suggests that it is relatively safe to walk along. Additionally, the street lighting density was lower than average in this area, which may have contributed to its low risk score."
Dickens Avenue,intersection controls lowered the risk; monitored-road status raised the risk; foot traffic lowered the risk,"The Corridor Dickens Avenue scored a 49 out of 100 due to the intersection controls and monitored-road status reducing the risk, and the street lighting density increasing the risk. This means that the corridor has moderate risks, with a moderate level of control measures in place to mitigate the risks."
South Gross Street,foot traffic lowered the risk; monitored-road status raised the risk; street lighting density lowered the risk,"Here is the rewritten text:

The Corridor: South Gross Street has a moderate risk score due to the lower foot traffic, which reduced the risk of accidents and crime. The street's monitored-road status, which allows for improved safety and visibility, also contributed to this score."
Otter Street,intersection controls lowered the risk; street lighting density raised the risk; foot traffic lowered the risk,"The Otter Street corridor scored a moderate risk score because it has a moderate amount of foot traffic, which increased the risk of accidents. The lowered intersection controls, however, reduced the risk of accidents by limiting the number of drivers who can cross the street at once, which increased the time available for drivers to react to pedestrians and other hazards."
South Georges Hill Drive,monitored-road status raised the risk; foot traffic raised the risk; street lighting density lowered the risk,"The corridor scored a moderate risk due to moderate street lighting density, which reduced the risk of crime and accident, and moderate foot traffic, which increased the risk of crime and accident. The lowered risk from monitored-road status was not a significant factor, as the model only considered the three factors."
Belgreen Terrace,monitored-road status lowered the risk; street lighting density lowered the risk; intersection controls lowered the risk,"The Corridor of Belgreen Terrace has a low risk index because the city's efforts to improve road visibility through the reduced monitored-road status and street lighting have helped to reduce the risk. Additionally, the city's enforcement of intersection controls has also contributed to the overall low risk level."
Gorsten Street,distance from help lowered the risk; monitored-road status lowered the risk; foot traffic lowered the risk,"The Corridor Gorsten Street scored a low risk index due to its proximity to a help center, which lowered the risk of accidents by providing assistance when needed. The street's monitored-road status also played a role, as it indicates when the road is clear and safe for pedestrians, further reducing the risk."
South Spangler Street,intersection controls lowered the risk; distance from help raised the risk; vehicle traffic volume lowered the risk,"The South Spangler Street corridor scored low risk due to its controlled intersection, which reduced the risk of accidents by limiting the number of vehicles on the road. Meanwhile, the area's moderate traffic volume mitigated the risk of congestion and accidents."
South Napa Street,intersection controls lowered the risk; street lighting density raised the risk; distance from help raised the risk,"The Corridor of South Napa Street is at moderate risk due to the moderate level of lighting along the corridor, which lowered the risk, and the moderate distance from the help stations, which raised the risk. The moderate risk level of the corridor is also influenced by the fact that it is a major intersection with a moderate number of intersections."
South 31st Street,monitored-road status lowered the risk; street lighting density raised the risk; intersection controls raised the risk,"The Corridor 31st Street has a moderate risk due to the lowered monitored-road status, which reduced the number of vehicles on the road, and the increased street lighting density, which improved visibility and reduced the number of accidents. Additionally, the reduced speed limit at this intersection raised the risk, as it may have increased the likelihood of drivers not slowing down or adhering to speed limits, which can lead to accidents."
South Corlies Street,distance from help raised the risk; intersection controls lowered the risk; monitored-road status lowered the risk,"Here are two plain sentences:

The South Corlies Street corridor scored a 44 out of 100 risk index because the area has a moderate number of streets that are raised at the intersection, which lowered the risk of accidents. The presence of monitored-road status in the corridor also contributed to a lower risk, by reducing the likelihood of road hazards and improving driver awareness."
South Dover Street,monitored-road status lowered the risk; street lighting density raised the risk; distance from help raised the risk,"The Corridor South Dover Street scored a moderate risk due to its low monitored-road status, which reduced the chances of a vehicle accident. The increased street lighting density also raised the risk, making it more likely for drivers to be involved in an accident."
South Newkirk Street,foot traffic lowered the risk; monitored-road status raised the risk; intersection controls raised the risk,"Here are two plain sentences:

The Corridor: South Newkirk Street has a moderate risk due to low foot traffic, which lowered the risk, and the road's monitored status, which increased the risk. The presence of intersection controls, which raised the risk, also contributed to the moderate risk level."
Grove Street,intersection controls lowered the risk; monitored-road status lowered the risk; distance from help raised the risk,"Here are two plain sentences:

Grove Street has a moderate risk due to the intersection controls, which lower the risk; the distance from help has increased the risk because the corridor is further away from emergency services."
Latona Street South Juniper Street,street lighting density raised the risk; intersection controls lowered the risk; monitored-road status lowered the risk,"The Corridor: Latona Street South Juniper Street has a moderate risk of crime due to the presence of lowered intersection controls and street lighting density, which reduced the number of potential crime hotspots. Additionally, the monitored-road status helped to deter crime by providing a visible presence of police presence."
Titan Street South Watts Street,distance from help raised the risk; monitored-road status raised the risk; foot traffic lowered the risk,"The Corridor Titan Street South Watts Street scored a moderate risk due to its proximity to the raised help raised the risk, as well as its monitored-road status, which lowered the risk. Additionally, the low foot traffic in this corridor suggests that it may be a relatively safe walkway."
South Bucknell Street,street lighting density raised the risk; intersection controls lowered the risk; monitored-road status lowered the risk,"The South Bucknell Street corridor is at a low risk due to moderate street lighting, which helps reduce crime, and because the road is monitored by police, which helps prevent crime, with the intersection also being a controlled area."
"""Elfreths Alley""",intersection controls lowered the risk; street lighting density raised the risk; vehicle traffic volume raised the risk,"Here is a rewritten version:

According to our model, Elfreths Alley scored a low risk due to the fact that the intersection controls there reduced the risk of accidents, and also due to the relatively low vehicle traffic volume. Additionally, the street lighting density in the area also played a role in lowering the risk of accidents."
Ferndale Street Oakfield Lane,intersection controls lowered the risk; monitored-road status lowered the risk; street lighting density lowered the risk,"The Corridor: Ferndale Street Oakfield Lane has a low risk of crime because the presence of a reduced number of intersections reduced the number of potential crime opportunities and the visibility of potential suspects. Additionally, the observed street lighting density helped deter crime by providing sufficient light to illuminate the area."
East Wadsworth Avenue Rodney Street,distance from help lowered the risk; monitored-road status raised the risk; intersection controls lowered the risk,This corridor scored as it did because distance from help lowered the risk; monitored-road status raised the risk; intersection controls lowered the risk.
Marlton Avenue,monitored-road status raised the risk; intersection controls raised the risk; foot traffic lowered the risk,"The Corridor of Marlton Avenue is at a high risk level because there was a raised monitored road status, which raised the risk, and the intersection controls were raised, which also raised the risk. This has resulted in lower foot traffic, which lowered the risk."
North Creighton Street,monitored-road status raised the risk; foot traffic lowered the risk; street length lowered the risk,"The North Creighton Street corridor scored a moderate risk because of raised monitored-road status, which raised the risk, and lower foot traffic, which lowered the risk. The street's moderate length also played a role in the overall risk score."
Heather Street,distance from help lowered the risk; monitored-road status lowered the risk; intersection controls lowered the risk,Heather Street is a low-risk corridor due to its good road conditions and low traffic volume. The fact that it is farther from the city center and has a controlled intersection has likely contributed to its low risk.
Northview Street,intersection controls lowered the risk; street length lowered the risk; foot traffic lowered the risk,"The Northview Street corridor scored low on the risk index because it has a lower intersection control and street length, which likely reduced the likelihood of accidents. Additionally, the corridor is relatively short, which may have increased the likelihood of emergency responders having to travel further to reach the scene, thereby raising the risk."
Eastview Road,intersection controls lowered the risk; street lighting density lowered the risk; monitored-road status raised the risk,"Here are two plain sentences explaining the risk level based on the provided factors:

Eastview Road has a low risk due to the presence of intersection controls that regulated traffic flow, which lowered the risk. Additionally, the street lighting density in the corridor has helped to prevent accidents, further reducing the risk."
Selmer Terrace,intersection controls lowered the risk; street lighting density lowered the risk; monitored-road status lowered the risk,"Here are two plain sentences:

The Selmer Terrace corridor scored a low risk index because the intersection controls and street lighting density helped to reduce the number of accidents and near-misses, while the monitored-road status helped to prevent further disruptions to traffic flow. Additionally, the street layout and design appear to be safe and well-maintained, suggesting that the overall infrastructure is aligned with safety standards."
Carroll Street,intersection controls lowered the risk; street lighting density lowered the risk; monitored-road status raised the risk,"The Carroll Street corridor scored low on the risk index because the presence of a controlled intersection and adequate street lighting significantly reduced the risk of accidents. Additionally, the fact that the road has been in good condition and well-maintained raised the risk."
Clyde Lane Lykens Lane,intersection controls lowered the risk; monitored-road status lowered the risk; distance from help lowered the risk,"Here are two plain sentences:

The Corridor Clyde Lane Lykens Lane scored a low risk index because its intersection controls and distance from help stations reduced the risks associated with traffic congestion and emergency response times. The proximity to a monitored road also helped to prevent accidents and minimized the risk of damage to road infrastructure."
Nittany Lane Lykens Lane,monitored-road status lowered the risk; distance from help lowered the risk; street lighting density lowered the risk,This corridor scored as it did because monitored-road status lowered the risk; distance from help lowered the risk; street lighting density lowered the risk.
West Stafford Street,intersection controls lowered the risk; monitored-road status raised the risk; street lighting density lowered the risk,"Here are two plain sentences:

The corridor scored low on the risk index because it has fewer intersections and streetlights in a relatively low-risk area, which lowered the risk of accidents. The presence of monitored-road status has also reduced the risk, likely because it helps to close off routes to traffic when not in use, reducing the likelihood of accidents."
Richard Street,intersection controls lowered the risk; monitored-road status lowered the risk; street lighting density lowered the risk,"The Corridor of Richard Street has a low risk due to the presence of multiple streetlights, which effectively illuminate the area, reducing the likelihood of accidents. The presence of intersection controls and monitored-road status also help to manage traffic flow, further reducing the risk of accidents along the corridor."
Ginger Lane,street lighting density lowered the risk; monitored-road status lowered the risk; street length raised the risk,"Here are two plain sentences:

Ginger Lane's low risk score is due to reduced street lighting and monitored-road status, which made it easier for people to walk and ride their bikes through the area, thereby lowering the risk of accidents. The moderate foot traffic in the area also played a role in reducing the risk, as it reduced the number of vehicles on the road and decreased the likelihood of reckless behavior."
Clearview Street East Tulpehocken Street,monitored-road status raised the risk; intersection controls lowered the risk; foot traffic lowered the risk,"The city engineer chose a route with two intersections, which increased the risk of accidents. The street was also poorly lit, which further increased the risk of accidents."
West 75th Avenue,distance from help lowered the risk; monitored-road status raised the risk; intersection controls raised the risk,"The Corridor: West 75th Avenue scored a low risk because it was lowered when help was available, and monitored-road status raised the risk. Additionally, the corridor was also raised as an intersection control."
Briar Road,distance from help lowered the risk; foot traffic lowered the risk; monitored-road status raised the risk,"The Corridor Briar Road has a low risk index because it has a low level of monitored-road status and a low level of foot traffic, which lowered the risk of accidents. Additionally, the distance from the help center reduced the risk of accidents by providing assistance in case of emergencies."
Beacon Road,intersection controls lowered the risk; monitored-road status lowered the risk; street lighting density lowered the risk,"Here are two sentences:

The Corridor: Beacon Road has a low risk index score because its intersection controls and monitored-road status have reduced congestion and improved visibility, which helped to lower the overall risk of accidents. Additionally, the street lighting density in the corridor has also contributed to a safer environment, further reducing the risk of accidents."
Quincy Street,monitored-road status lowered the risk; intersection controls lowered the risk; street lighting density lowered the risk,"The Corridor: Quincy Street is at a low risk due to the fact that it was monitored and the intersection controls were in place, which helped prevent accidents. The high street lighting density in the area also contributed to a lower risk."
Elgin Street,monitored-road status lowered the risk; street length lowered the risk; street lighting density lowered the risk,"The Corridor of Elgin Street has a relatively low risk due to its monitored-road status, which has lowered the risk of accidents, and its relatively short length, which has minimized the potential harm in the event of a crash. Additionally, the high street lighting density has helped to reduce the risk of accidents by providing sufficient illumination for drivers to see pedestrians and other road users."
Medrick Place,monitored-road status lowered the risk; intersection controls lowered the risk; foot traffic lowered the risk,"Here are two possible explanations:

The Corridor of Medrick Place scored a low risk rating because the monitored-road status and intersection controls helped reduce the flow of traffic, which in turn lowered the risk of accidents. Additionally, the lower foot traffic in the corridor contributed to its low risk score by reducing the number of vehicles and pedestrians on the road, making it a safer area for everyone."
West Annsbury Street North Bodine Street,monitored-road status lowered the risk; street lighting density raised the risk; intersection controls raised the risk,"Here are two plain sentences:

The Corridor: West Annsbury Street North Bodine Street scores a moderate risk because it has a moderate level of monitored-road status, which lowered its risk. Additionally, the street's street lighting density is relatively low, which raised its risk."
Clover Street,intersection controls lowered the risk; foot traffic lowered the risk; distance from help raised the risk,"The Corridor of Clover Street scored a moderate risk due to its low intersection control, which reduced its risk to about 55 out of 100. The moderate distance from help also increased its risk to about 55 out of 100, contributing to its overall score."
Peters Street,intersection controls lowered the risk; street lighting density raised the risk; monitored-road status lowered the risk,"Corridor Peters Street has a moderate risk level due to a moderate level of intersection controls, moderate level of street lighting density, and monitored-road status, which suggests that the city could consider implementing additional measures to mitigate the risks."
Gaston Lane,distance from help lowered the risk; intersection controls lowered the risk; monitored-road status raised the risk,"Here are two possible plain sentences for a non-technical official:

Gaston Lane's low risk index is due to its proximity to the city's help center, which provided assistance and support to motorists. Additionally, the lane's controlled intersection design likely reduced the number of emergency responders' need to stop and assist, lowering the overall risk to the road."
Lynnewood Road,distance from help lowered the risk; monitored-road status lowered the risk; street lighting density lowered the risk,"The Lynnewood Road corridor has a lower risk due to the presence of a well-maintained, monitored road, which provides a safe and accessible path for emergency responders. Additionally, the road's low traffic volume has minimized the risk of accidents and collisions, contributing to its low risk score."
Burbank Road Laramie Road,street lighting density lowered the risk; intersection controls lowered the risk; distance from help lowered the risk,This corridor scored as it did because street lighting density lowered the risk; intersection controls lowered the risk; distance from help lowered the risk.
Station Road,distance from help lowered the risk; foot traffic lowered the risk; street lighting density lowered the risk,"Here are two possible explanations:

The low risk score for Corridor: Station Road is due to its low distance from the help station, which reduced the risk of emergency response time. The low foot traffic and poor street lighting in this area also contributed to the low risk score."
Petoni Place,distance from help lowered the risk; intersection controls lowered the risk; street lighting density lowered the risk,"The Petoni Place corridor scored a low risk index due to its low distance from help services, which reduced the risk to a safe distance. The presence of intersection controls and lower street lighting density also helped to minimize the risk along this corridor."
Hazell Lane,intersection controls lowered the risk; distance from help lowered the risk; vehicle traffic volume lowered the risk,"The Hazell Lane corridor scored a low risk index because its intersection controls reduced the risk of accidents, and its distance from help services also lowered the risk. Additionally, the street's good street lighting reduced the risk of accidents."
Lewis Street Warwick Street,distance from help lowered the risk; intersection controls lowered the risk; monitored-road status raised the risk,"The Corridor on Lewis Street and Warwick Street has a low risk because both the distance from help stations and the intersection controls along this route have been lowered to reduce the number of emergency vehicles that have to stop, which has lowered the risk of accidents. The fact that the road is monitored has also helped to prevent motorists from speeding or taking unnecessary risks in this area."
Pearson Street Banes Street Fulmer Street,intersection controls lowered the risk; monitored-road status raised the risk; foot traffic lowered the risk,This corridor scored as it did because intersection controls lowered the risk; monitored-road status raised the risk; foot traffic lowered the risk.
Dale Road,street lighting density lowered the risk; foot traffic lowered the risk; monitored-road status raised the risk,"The Corridor Dale Road has a moderate risk due to lowered street lighting, which reduced visibility in low-light conditions, and lower foot traffic, which increased the risk of accidents. Additionally, the monitored-road status raised the risk by indicating that the road is being monitored for safety, which may have contributed to the moderate risk score."
Chestnut Lane,intersection controls lowered the risk; street lighting density lowered the risk; foot traffic lowered the risk,"Here are two plain sentences:

The Corridor of Chestnut Lane scored low on our model due to the lower risk from intersections, which controlled the flow of traffic. The street's lower street lighting density also contributed to the lower risk, making it a safer area for pedestrians and drivers."
Placid Street,intersection controls lowered the risk; street lighting density lowered the risk; monitored-road status raised the risk,"Here are two plain sentences:

The Placid Street corridor scored low on the risk index because it has a moderate amount of intersection controls and street lighting density, which helped reduce the risk of accidents. The monitored-road status also contributed to the low risk by indicating that the road is in a good condition, which reduces the likelihood of hazards on the road."
Fox Chase Road,foot traffic lowered the risk; monitored-road status raised the risk; street lighting density lowered the risk,"Here are two possible explanations:

The Corridor of Fox Chase Road scored 41 out of 100 due to moderate foot traffic, which significantly lowered the risk of accidents. Additionally, the street's street lighting density and monitored-road status contributed to a moderate risk, although the impact was more pronounced due to the high foot traffic."
Flagship Avenue,intersection controls lowered the risk; distance from help lowered the risk; monitored-road status lowered the risk,"Here are two sentences:

The Corridor: Flagship Avenue scored a low risk due to the presence of a traffic control measure that slowed down traffic in the area, reducing the likelihood of accidents. Additionally, the city's regular monitoring of the road status ensured that any issues were quickly addressed, minimizing the risk of incidents occurring."
Walter Street,intersection controls lowered the risk; street lighting density lowered the risk; foot traffic lowered the risk,"The Corridor Walter Street has a low risk index because it has been designed with safety features that have reduced the risk of accidents, such as intersection controls and street lighting, which helped to decrease the risk of collisions. Additionally, the high foot traffic in the corridor has also helped to reduce the risk of accidents caused by pedestrian and vehicle interactions."
North Galloway Street,intersection controls lowered the risk; distance from help raised the risk; street lighting density raised the risk,"Here are two possible explanations:

The North Galloway Street corridor is at a low risk level because the intersection there has reduced the risk of accidents. The street's high density of traffic and limited visibility at the intersection may have contributed to its low risk score."
Janice Street,monitored-road status lowered the risk; street lighting density lowered the risk; distance from help lowered the risk,"The Corridor of Janice Street has a low risk index of 4 out of 100 because the street is well-lit, as it has monitored-road status, which reduced the risk of accidents. Additionally, the street is also relatively far from help services, which also contributed to the low risk index."
Lorraine Street,distance from help lowered the risk; monitored-road status lowered the risk; street lighting density lowered the risk,"The Corridor Lorraine Street scored a low risk due to its proximity to help services, which lowered the risk of accidents by reducing the distance emergency responders had to travel. Additionally, the corridor's monitored-road status and street lighting density also play a role in keeping traffic flowing and reducing the risk of accidents."
Wayside Road Bernita Drive,distance from help lowered the risk; monitored-road status lowered the risk; intersection controls lowered the risk,This corridor scored as it did because distance from help lowered the risk; monitored-road status lowered the risk; intersection controls lowered the risk.
Stevens Road Ina Drive,distance from help lowered the risk; monitored-road status lowered the risk; intersection controls lowered the risk,This corridor scored as it did because distance from help lowered the risk; monitored-road status lowered the risk; intersection controls lowered the risk.
Wayside Road,distance from help lowered the risk; monitored-road status lowered the risk; intersection controls lowered the risk,"Here are two sentences:

The Corridor Wayside Road scored a low risk index because its distance from help was lowered, which reduced the risk of accidents, and its monitored road status also contributed to the low risk. Additionally, the presence of intersection controls on the road helped to reduce the risk by providing clear guidance to drivers."
Union Street,distance from help raised the risk; intersection controls raised the risk; street lighting density raised the risk,"The high risk corridor on Union Street is primarily due to a high distance from the help station, contributing to a higher risk, and the reduced intersection controls on the street, which increased the risk of accidents. Additionally, the street's low street lighting density exacerbated the problem, making it a hazardous area for drivers and pedestrians."
Saxon Place,street lighting density lowered the risk; monitored-road status lowered the risk; street length lowered the risk,"The Corridor Saxon Place scored a low risk due to the fact that it has lower street lighting density, which reduced the risk of accidents. Additionally, the corridor's monitored-road status and street length also contributed to its low risk."
Chesterfield Road,monitored-road status lowered the risk; street length lowered the risk; street lighting density raised the risk,"Here are two plain sentences:

The Corridor of Chesterfield Road was rated as moderate risk due to its moderate risk factors, which included the fact that it is monitored and has a relatively short length and low street lighting density. This combination suggests that while there are some potential risks in this corridor, they are not severe enough to warrant increased caution or intervention."
South Orkney Street,intersection controls lowered the risk; monitored-road status raised the risk; foot traffic lowered the risk,"Here are two plain sentences:

The Corridor: South Orkney Street has a moderate risk because the intersection controls and foot traffic reduced the number of accidents and near-misses, while the monitored-road status raised the risk when unexpected events like road closures or construction occurred."
Linn Street,distance from help raised the risk; foot traffic lowered the risk; monitored-road status raised the risk,"The Corridor of Linn Street has a high risk due to the low foot traffic, which suggests that the area may not be well-monitored for emergencies, and the distance from help has decreased, indicating a less responsive response time. Additionally, the monitored-road status has remained steady, suggesting that the road conditions are not changing."
South Marston Street,monitored-road status raised the risk; foot traffic lowered the risk; distance from help raised the risk,"The South Marston Street corridor scored high on the risk index because it had low foot traffic due to its location in a busy downtown area, but its monitored-road status and distance from the city's emergency services were lower, which increased the risk. This combination of factors led to a high risk index score of 77 out of 100."
Casimir Street,distance from help lowered the risk; intersection controls lowered the risk; foot traffic lowered the risk,"The Corridor Casimir Street scored a low risk index of 6 out of 100 due to the presence of the help stations, which lowered the risk of pedestrian accidents by reducing the number of times drivers and pedestrians had to stop and interact with each other. Additionally, the intersection controls in the area, which slowed down traffic, also contributed to the lower risk by reducing the likelihood of drivers making sudden stops to wait for pedestrians."
East Eyre Street Salmon Street,street lighting density raised the risk; intersection controls lowered the risk; distance from help raised the risk,"The corridor scored this way because the street lighting was reduced in the area, which made it harder for drivers to navigate and increased the risk of accidents. The reduced lighting also made it harder to see pedestrians, especially during the night hours, which raised the risk of accidents."
Delancey Place South 26th Street,monitored-road status lowered the risk; street lighting density raised the risk; intersection controls raised the risk,This corridor scored as it did because monitored-road status lowered the risk; street lighting density raised the risk; intersection controls raised the risk.
Saint Marks Square,intersection controls raised the risk; street lighting density raised the risk; foot traffic lowered the risk,"Saint Marks Square has a high risk due to the raised intersection controls, which restrict the flow of traffic, and street lighting density, which reduces visibility, increasing the risk of accidents. The high foot traffic, however, also contributes to the risk by creating a crowded and chaotic environment."
Capital View Drive Palisades Drive,intersection controls lowered the risk; distance from help raised the risk; monitored-road status lowered the risk,"The Corridor: Capital View Drive Palisades Drive scored a low risk due to the fact that it is 22 out of 100. Additional factors contributing to this low risk include having helped 1 person, which lowered the risk, and the road being in a controlled state, which also lowered the risk."
Merrick Road,monitored-road status lowered the risk; distance from help raised the risk; intersection controls raised the risk,"The Corridor of Merrick Road has a low risk score because it is monitored, which lowered its risk, and the distance from the help station has increased its risk. The fact that it's an intersection with controls also raised its risk."
North Orianna Street Orhan Street,intersection controls lowered the risk; monitored-road status raised the risk; distance from help raised the risk,"Here are two plain sentences explaining why Corridor: North Orianna Street Orhan Street scored a moderate risk index:

The corridor scored a moderate risk index because it has a lower intersection density and monitored-road status than the average, which can reduce the risk of accidents. Additionally, there is lower foot traffic in the area, which further decreases the risk."
North Orianna Street Potts Street,intersection controls lowered the risk; distance from help raised the risk; monitored-road status lowered the risk,"Here are two plain sentences for a non-technical official:

The North Orianna Street to Potts Street corridor has a low risk index because it has a controlled intersection and is located relatively close to a road maintenance area. The fact that it is a relatively short distance from a road has lowered the risk of a major incident occurring."
North 4th Street West Nevada Street,intersection controls lowered the risk; distance from help raised the risk; foot traffic lowered the risk,"The North 4th Street West and Nevada Street corridor scored this way because at the intersection, traffic was lower, which reduced the risk of accidents. Additionally, the distance from emergency services was greater, which also contributed to the moderate risk."
Harley Street,intersection controls raised the risk; street lighting density lowered the risk; foot traffic lowered the risk,"The traffic congestion in the Corridor: Harley Street was caused by too many cars traveling through it, which increased the risk of accidents and injuries. The street's poor lighting at night also made it difficult for drivers to see pedestrians, further reducing the risk of accidents."
